gene_symbol,k_studies,pooled_log2FoldChange,pooled_SE,tau2,Q,I2,z,p,n_up,n_down,direction_concordance,log2fc_GSE278320,padj_GSE278320,log2fc_GSE284044,padj_GSE284044,meta_FDR,is_translation_factor
DDX5,2,1.3004909197831545,0.7867663264316512,1.1396831631588098,12.591342798816246,92.05803530268422,1.6529570167059406,0.09833961179669304,2,0,1.0,2.0883950759151233,5.452381012166489e-10,0.514860779886955,0.864215730862928,0.45287333327371726,True
RPS28,2,-1.1157067468685642,0.6757719281104955,0.7561027217040347,5.793323238485008,82.73875012951105,-1.65101079292855,0.09873637108059403,0,2,1.0,-1.8076062173018952,8.727239013630574e-05,-0.455686442855079,0.999899862550801,0.4533592713197475,True
RPS23,2,-1.1001666387916427,0.668041459455645,0.6349058552300274,3.402882689075967,70.61315092611834,-1.6468538340241874,0.09958809296870917,0,2,1.0,-1.71333215349277,0.0002903359527768,-0.372338049525405,0.999899862550801,0.454606328681783,True
DHX36,2,0.24071941921829954,0.14665897441351886,0.0,0.14278510748590242,0.0,1.6413548518317629,0.1007237760085224,2,0,1.0,0.1743752487869281,0.5585215951596416,0.287010511881374,0.936884291487972,0.45709031159773034,True
RPS15,2,-1.324545428746215,0.811294253123565,1.1308805645098763,7.0860348153508586,85.88773515713406,-1.632632578927536,0.10254629502295186,0,2,1.0,-2.14816904640535,1.19992319804842e-05,-0.525395973777908,0.999899862550801,0.45950307614320113,True
RPS13,2,-0.7696411841913838,0.47309755761938616,0.35195134086871954,4.449185468800297,77.52397586002083,-1.6268128460949935,0.10377685247543526,0,2,1.0,-1.3024182717082373,0.0027823620844297,-0.349538097422758,0.894299995836389,0.46313099023237203,True
RPS9,2,-1.1284046664022322,0.6937841202971021,0.8322050772680092,7.378448800340964,86.44701580156267,-1.6264492561735353,0.1038541197887559,0,2,1.0,-1.8235420518412873,3.3529610450014077e-06,-0.435971176765637,0.999899862550801,0.4633049803919324,True
RPL35,2,-0.6918643183703285,0.42860490467308476,0.2673283626094582,3.606272687159955,72.27053839937075,-1.614223987702714,0.10647885070191253,0,2,1.0,-1.1572433680542404,0.0041371546064769,-0.297127674263561,0.999899862550801,0.46819024499691675,True
DHX40,2,-0.8555855828405079,0.5351762300845776,0.5171547270775626,10.26393130090743,90.25714445388395,-1.5986987738698593,0.10988755019907828,0,2,1.0,-1.3821128957947115,1.7700096243587196e-09,-0.311618365564445,0.999899862550801,0.4755895877513114,True
RPS16,2,-0.47456884115720654,0.29720791216746295,0.04377518728204839,1.3261327244757994,24.592766504929955,-1.5967570906719633,0.11031986417577377,0,2,1.0,-0.7987353964116787,0.0723574228926029,-0.202077612117243,0.999899862550801,0.4763472408560078,True
RPL26L1,2,-0.476878940156999,0.30269566234969564,0.1119609692344314,2.2163933500761765,54.881654920791455,-1.5754402836670796,0.11515485216250654,0,2,1.0,-0.8981268373341972,0.0466305019400376,-0.259371233603917,0.896909477910821,0.48208895735829005,True
RPS27L,2,-0.37718601596241275,0.24342651701841136,0.0,0.41771847894804703,0.0,-1.5494861471229306,0.12126489906830694,0,2,1.0,-0.49410057475304076,0.1678900311957452,-0.165471389204498,0.999899862550801,0.49014475981509664,True
