gene_id,gene_symbol,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj,significant,is_translation_factor
SPHK2,SPHK2,138.985942542918,-1.17048747093399,0.366614431723239,-3.19269338479724,0.0014095252744638,0.101284198659255,False,False
SUV39H2,SUV39H2,165.798860357988,0.710281523212433,0.224496277368281,3.16388998311643,0.0015567563060039,0.110089511460446,False,False
DCAF11,DCAF11,625.697037294034,-0.567624378312996,0.180522221026372,-3.14434630310732,0.0016645832598704,0.116113175147699,False,False
FARSB,FARSB,296.55278312971,0.729509583443934,0.231987105349479,3.14461263846953,0.0016630687537731,0.116113175147699,False,False
URB2,URB2,185.787496444233,1.01711700804739,0.324024804237025,3.1390097139087,0.0016951982823555,0.117449751265361,False,False
NFATC1,NFATC1,95.1981624218433,-0.866224881857535,0.276726057005408,-3.13026135388692,0.0017465084207777,0.120192599641981,False,False
VEZT,VEZT,451.405118583275,0.534134332351386,0.171448690074994,3.11541798375799,0.0018368442156822,0.12540674716138,False,False
PER3,PER3,446.786850497239,-0.95414758255769,0.306422128773887,-3.11383380298153,0.0018467348177655,0.12540674716138,False,False
LOC103247166,LOC103247166,133.081515792077,-1.02802952769924,0.331794294840207,-3.09839422704463,0.001945724117572,0.131259573036735,False,False
BEX3,BEX3,1396.65990510935,-0.458558057912253,0.148277638576916,-3.0925638033707,0.0019843557171766,0.132990741986468,False,False
GINS2,GINS2,109.030351036452,1.03068769333003,0.335036350728501,3.07634586840775,0.0020955461272383,0.138630516056142,False,False
MCM6,MCM6,674.714293963641,0.750048939985332,0.243748291456148,3.07714542532608,0.0020899331307672,0.138630516056142,False,False
ACSL4,ACSL4,762.227687150968,0.709959540674235,0.231831417126896,3.06239572475903,0.0021957296237601,0.144326997192542,False,False
HIST1H2BO,HIST1H2BO,317.063708358427,-1.19122612281479,0.390178305942204,-3.05303012667045,0.0022654319346444,0.145185869111528,False,False
HS1BP3,HS1BP3,350.814784272346,-0.825315556556156,0.270017157154896,-3.05653005628347,0.002239150301574,0.145185869111528,False,False
WDR43,WDR43,1259.62686693221,1.02156583185609,0.334048723821455,3.05813421518144,0.0022271979924078,0.145185869111528,False,False
ZBTB21,ZBTB21,191.098595279392,0.667256730174538,0.218507221611493,3.05370561784418,0.0022603376400071,0.145185869111528,False,False
TNFAIP3,TNFAIP3,239.71892852665,1.62291476835923,0.532427394085124,3.0481428761717,0.0023026042051388,0.145746318021565,False,False
PRTG,PRTG,284.045872726646,0.551756022653008,0.180904410530448,3.04998657044983,0.0022885159909235,0.145746318021565,False,False
CDC25A,CDC25A,155.896757692731,0.841903181196802,0.276798667011552,3.04157238286724,0.0023534597279538,0.14805138681251,False,False
